"","Site","Sample_ID","Replica","Season.x","Sampling_gear","Sub replica","Nb_particules","ID_particle","Shape","Color","IR_ID","Weight_mg","Length_mm","Largeur_mm","Area","Perim","L","H","W","CSF","Spher","Shapes","Code_station","Replicate","Season.y","Volume","Debit (m3/s)","NTU","river","IR_ID_bis","Flood","Sampling_event"
"390","LAU","8-3-C1","3","C1","FILET","A",44,"21-D3","3","White","PS",0.064,1.893,1.263,1.727,5.076,1.893,1.263,0.33,1.59797902186773,0.488133582867949,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PS","Without","B2"
"391","LAU","8-3-C1","3","C1","FILET","A",44,"21-D4","2","Blue","PE",0.131,1.547,0.798,0.988,4.243,1.547,0.798,0.08,2.26836397280555,0.298793228088279,"film","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PE","Without","B2"
"392","LAU","8-3-C1","3","C1","FILET","A",44,"21-D5","3","Black","PE",3.327,2.7,1.596,3.072,7.005,2.7,1.596,0.33,1.69080699159552,0.416491778455995,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PE","Without","B2"
"393","LAU","8-3-C1","3","C1","FILET","A",44,"21-D6","5","White","PS",0.232,1.92,1.374,2.192,5.449,1.92,1.374,1.647,0.772661581712382,0.849883292078988,"sphere","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PS","Without","B2"
"394","LAU","8-3-C1","3","C1","FILET","A",44,"21-D7","5","White","PS",0.193,2.267,1.968,3.092,6.572,2.267,1.968,2.1175,0.898230141783821,0.932499249498145,"sphere","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PS","Without","B2"
"395","LAU","8-3-C1","3","C1","FILET","A",44,"21-D8","3","Black","PE",0.123,1.26,0.803,0.705,3.309,1.26,0.803,0.33,1.24529803491662,0.550591452430289,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PE","Without","B2"
"396","LAU","8-3-C1","3","C1","FILET","A",44,"21-E1","1","Black","PE",0.063,2.765,0.229,0.395,6.063,2.765,0.229,0.229,0.287786338264801,0.19000290066731,"line","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PE","Without","B2"
"397","LAU","8-3-C1","3","C1","FILET","A",44,"21-E2","4","White","PP",1.746,3.214,1.466,4.623,9.334,3.214,1.466,1.607,0.645064431374909,0.610969270532016,"pellet","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PP","Without","B2"
"398","LAU","8-3-C1","3","C1","FILET","A",44,"21-E3","3","Black","PE",0.134,1.407,0.783,0.73,3.484,1.407,0.783,0.33,1.14909978502857,0.507258308324446,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PE","Without","B2"
"399","LAU","8-3-C1","3","C1","FILET","A",44,"21-E4","3","Black","PP",0.179,1.925,0.797,1.541,6.674,1.925,0.797,0.33,0.999967728719739,0.414034881697688,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PP","Without","B2"
"400","LAU","8-3-C1","3","C1","FILET","A",44,"21-E5","3","Blue","PE",0.06,0.976,0.892,0.607,3.759,0.976,0.892,0.33,1.57174821427638,0.67607216077437,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PE","Without","B2"
"401","LAU","8-3-C1","3","C1","FILET","A",44,"21-E6","3","Grey","PS",0.021,1.63,1.193,1.231,4.457,1.63,1.193,0.33,1.62663334762093,0.529167372153376,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PS","Without","B2"
"402","LAU","8-3-C1","3","C1","FILET","A",44,"21-E7","3","Green","PE",1.408,1.943,1.447,2.183,5.895,1.943,1.447,0.33,1.80707076911181,0.501971380157394,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PE","Without","B2"
"403","LAU","8-3-C1","3","C1","FILET","A",44,"21-F1","5","White","PS",0.145,2.173,1.406,2.1,5.474,2.173,1.406,1.7895,0.713000125279242,0.810710610248705,"sphere","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PS","Without","B2"
"404","LAU","8-3-C1","3","C1","FILET","A",44,"21-F2","3","Black","PS",0.205,3.015,1.725,3.744,7.477,3.015,1.725,0.33,1.72937219166244,0.397108761199875,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PS","Without","B2"
"405","LAU","8-3-C1","3","C1","FILET","A",44,"21-F3","3","Black","PE",0.035,1.791,0.473,0.455,3.954,1.791,0.473,0.33,0.615256736988876,0.365085543517985,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PE","Without","B2"
"406","LAU","8-3-C1","3","C1","FILET","A",44,"21-F4","5","White","PS",0.167,2.395,1.7,2.69,6.41,2.395,1.7,2.0475,0.767687037039292,0.846617547030014,"sphere","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PS","Without","B2"
"407","LAU","8-3-C1","3","C1","FILET","A",44,"21-F5","3","White","PS",0.257,3.586,1.802,4.158,8.352,3.586,1.802,0.33,1.65650470628497,0.358935201057125,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PS","Without","B2"
"408","LAU","8-3-C1","3","C1","FILET","A",44,"21-F6","3","Yellow","PE",0.18,1.335,0.801,0.929,3.977,1.335,0.801,0.33,1.20679892126387,0.529331787221682,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PE","Without","B2"
"409","LAU","8-3-C1","3","C1","FILET","A",44,"21-F7","3","Black","PP",0.079,1.808,0.588,1.001,4.652,1.808,0.588,0.33,0.76123919805358,0.390089988584316,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PP","Without","B2"
"410","LAU","8-3-C1","3","C1","FILET","A",44,"21-F8","2","Red","PP",0.012,1.238,0.485,0.397,2.983,1.238,0.485,0.08,1.5411198800394,0.293627557204127,"film","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PP","Without","B2"
"411","LAU","8-3-C1","3","C1","FILET","A",44,"22-A1","3","Blue","PE",0.054,1.623,0.555,0.695,4.242,1.623,0.555,0.33,0.758362331814355,0.411203334530448,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PE","Without","B2"
"412","LAU","8-3-C1","3","C1","FILET","A",44,"22-A2","3","Black","PP",0.053,1.707,0.297,0.379,4.378,1.707,0.297,0.33,0.395715187560549,0.32280068599736,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PP","Without","B2"
"413","LAU","8-3-C1","3","C1","FILET","A",44,"22-A3","1","Black","PP",0.073,3.212,0.168,0.611,7.448,3.212,0.168,0.168,0.228700372809138,0.139858595756354,"line","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PP","Without","B2"
"414","LAU","8-3-C1","3","C1","FILET","A",44,"22-A5","3","White","PS",0.278,2.371,1.591,2.819,6.299,2.371,1.591,0.33,1.7986531918213,0.453705109840777,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PS","Without","B2"
"415","LAU","8-3-C1","3","C1","FILET","A",44,"22-A7","3","Black","PP",0.08,1.215,0.603,0.678,3.493,1.215,0.603,0.33,0.95229653305506,0.512734922932237,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PP","Without","B2"
"416","LAU","8-3-C1","3","C1","FILET","A",44,"22-A8","5","White","PS",0.234,2.517,1.736,3.28,6.767,2.517,1.736,2.1265,0.750369925768243,0.835249502435923,"sphere","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PS","Without","B2"
"417","LAU","8-3-C1","3","C1","FILET","A",44,"22-B1","3","Blue","PE",0.168,2.219,1.174,1.891,8.67,2.219,1.174,0.33,1.37193165193853,0.428504918039316,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PE","Without","B2"
"418","LAU","8-3-C1","3","C1","FILET","A",44,"22-B2","3","Black","PP",0.139,1.731,0.626,0.72,4.167,1.731,0.626,0.33,0.8282640837522,0.410044866439502,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PP","Without","B2"
"419","LAU","8-3-C1","3","C1","FILET","A",44,"22-B4","3","Black","PE",0.44,3.326,1.062,2.09,8.137,3.326,1.062,0.33,1.01369294597917,0.316420531442636,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PE","Without","B2"
"420","LAU","8-3-C1","3","C1","FILET","A",44,"22-B5","3","Black","PP",0.126,1.562,0.493,0.583,3.901,1.562,0.493,0.33,0.68667215142431,0.405508161983974,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PP","Without","B2"
"421","LAU","8-3-C1","3","C1","FILET","A",44,"22-B6","3","White","PS",0.148,2.086,1.36,2.471,6.346,2.086,1.36,0.33,1.63917297928424,0.468966060272903,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PS","Without","B2"
"422","LAU","8-3-C1","3","C1","FILET","A",44,"22-B7","1","Green","PP",0.03,3.339,0.065,0.401,9.243,3.339,0.065,0.065,0.139523855520693,0.0723654541058307,"line","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PP","Without","B2"
"423","LAU","8-3-C1","3","C1","FILET","A",44,"22-B8","3","Blue","PE",0.059,1.09,0.611,0.687,4.324,1.09,0.611,0.33,1.01875790426416,0.553648402851202,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PE","Without","B2"
"424","LAU","8-3-C1","3","C1","FILET","A",44,"22-C2","3","Black","PE",0.168,1.995,0.813,1.515,6.317,1.995,0.813,0.33,1.00198708930606,0.406979838530539,"fragment","LAU",3,"C1",61.48032,1.35,7.1,"Tributary","PE","Without","B2"
"425","GSG","11-3-C3","3","C3","FILET","B",23,"22-C3","3","White","PS",0.099,2.529,1.219,2.326,6.512,2.529,1.219,0.33,1.33435786871141,0.397685718969699,"fragment","GSG",3,"C3",27.9456,242,8.4,"Garonne","PS","With","B4"
"426","GSG","11-3-C3","3","C3","FILET","B",23,"22-C4","3","White","PS",0.164,4.657,3.39,12.895,14.477,4.657,3.39,0.33,2.73457355315553,0.372249155132969,"fragment","GSG",3,"C3",27.9456,242,8.4,"Garonne","PS","With","B4"
"427","GSG","11-3-C3","3","C3","FILET","B",23,"22-C5","3","White","PS",0.227,2.726,1.74,3.624,7.244,2.726,1.74,0.33,1.83454915431916,0.425928952007138,"fragment","GSG",3,"C3",27.9456,242,8.4,"Garonne","PS","With","B4"
"428","GSG","11-3-C3","3","C3","FILET","B",23,"22-C7","5","White","PS",2.084,3.664,3.409,9.2,10.899,3.664,3.409,3.5365,0.947027166788248,0.964783597270257,"sphere","GSG",3,"C3",27.9456,242,8.4,"Garonne","PS","With","B4"
"429","GSG","11-3-C3","3","C3","FILET","B",23,"22-C8","3","White","PS",0.483,3.328,2.661,6.014,9.256,3.328,2.661,0.33,2.53919612007202,0.429599789341176,"fragment","GSG",3,"C3",27.9456,242,8.4,"Garonne","PS","With","B4"
"430","GSG","11-3-C3","3","C3","FILET","B",23,"22-D1","3","Black","PP",0.267,1.535,0.599,0.65,3.807,1.535,0.599,0.33,0.841619254238357,0.43776530050275,"fragment","GSG",3,"C3",27.9456,242,8.4,"Garonne","PP","With","B4"
"431","GSG","11-3-C3","3","C3","FILET","B",23,"22-D3","5","Grey","PS",0.509,3.816,3.008,7.889,10.403,3.816,3.008,3.412,0.833621942693858,0.889931762552191,"sphere","GSG",3,"C3",27.9456,242,8.4,"Garonne","PS","With","B4"
"432","GSG","11-3-C3","3","C3","FILET","B",23,"22-D7","5","White","PS",0.457,2.66,2.583,4.15,7.476,2.66,2.583,2.6215,0.978157201828522,0.985455455987882,"sphere","GSG",3,"C3",27.9456,242,8.4,"Garonne","PS","With","B4"
"433","GSG","11-3-C3","3","C3","FILET","B",23,"22-D8","3","Black","PS",0.259,1.9,1.022,1.55,5.029,1.9,1.022,0.33,1.29067567582235,0.453752688495521,"fragment","GSG",3,"C3",27.9456,242,8.4,"Garonne","PS","With","B4"
"434","GSG","11-3-C3","3","C3","FILET","B",23,"22-E1","3","White","PS",0.045,1.827,0.978,1.191,4.3,1.827,0.978,0.33,1.25954187630657,0.458978032556819,"fragment","GSG",3,"C3",27.9456,242,8.4,"Garonne","PS","With","B4"
"435","GSG","11-3-C3","3","C3","FILET","B",23,"22-E2","5","Red","PS",3.747,4.006,4.14,12.901,12.825,4.006,4.14,4.073,1.02491456191021,1.01663319725048,"sphere","GSG",3,"C3",27.9456,242,8.4,"Garonne","PS","With","B4"
"436","GSG","11-3-C3","3","C3","FILET","B",23,"22-E3","3","Black","PP",0.26,1.206,0.762,0.753,3.404,1.206,0.762,0.33,1.20788154969033,0.557089233485263,"fragment","GSG",3,"C3",27.9456,242,8.4,"Garonne","PP","With","B4"
"437","GSG","11-3-C3","3","C3","FILET","B",23,"22-E4","5","Red","PS",3.685,4.118,4.136,12.91,12.855,4.118,4.136,4.127,1.00327530966136,1.00218393824845,"sphere","GSG",3,"C3",27.9456,242,8.4,"Garonne","PS","With","B4"
"438","GSG","11-3-C3","3","C3","FILET","B",23,"22-E6","5","Red","PS",1.799,2.67,2.586,5.441,8.354,2.67,2.586,2.628,0.976248117460521,0.984185856425385,"sphere","GSG",3,"C3",27.9456,242,8.4,"Garonne","PS","With","B4"
"439","LAU","8-1-C2","1","C2","FILET","A",55,"22-F2","3","Blue","PE",0.091,2.567,0.479,0.899,5.98,2.567,0.479,0.33,0.520433937477602,0.288402644721185,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"440","LAU","8-1-C2","1","C2","FILET","A",55,"22-F4","5","White","PS",0.996,4.841,4.422,15.522,14.564,4.841,4.422,4.6315,0.93387846915285,0.956070857529547,"sphere","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"441","LAU","8-1-C2","1","C2","FILET","A",55,"22-F6","3","White","PS",0.127,2.611,1.805,2.504,6.852,2.611,1.805,0.33,1.94453963820715,0.443737161375065,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"442","LAU","8-1-C2","1","C2","FILET","A",55,"22-F7","3","Black","PE",0.5,2.545,1.579,3.087,8.031,2.545,1.579,0.33,1.72298408814655,0.431691501350956,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"443","LAU","8-1-C2","1","C2","FILET","A",55,"23-A3","5","White","PS",1.755,4.592,3.585,12.046,12.781,4.592,3.585,4.0885,0.827382287365805,0.885828810557257,"sphere","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"444","LAU","8-1-C2","1","C2","FILET","A",55,"23-A4","5","White","PS",1.051,4.045,3.765,12.646,12.936,4.045,3.765,3.905,0.947316710947055,0.964975578234442,"sphere","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"445","LAU","8-1-C2","1","C2","FILET","A",55,"23-A5","3","White","PE",0.56,2.395,0.688,1.048,5.882,2.395,0.688,0.33,0.773889063698818,0.34079806026107,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"446","LAU","8-1-C2","1","C2","FILET","A",55,"23-A6","3","White","PE",2.137,3.41,2.628,5.493,9.975,3.41,2.628,0.33,2.47737186704687,0.420930292298702,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"447","LAU","8-1-C2","1","C2","FILET","A",55,"23-A7","3","White","PS",0.588,4.35,3.594,10.815,12.375,4.35,3.594,0.33,2.99969068415844,0.397226151724003,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"448","LAU","8-1-C2","1","C2","FILET","A",55,"23-A8","3","White","PS",0.357,2.586,2.33,5.082,9.397,2.586,2.33,0.33,2.52223002223789,0.486262680674714,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"449","LAU","8-1-C2","1","C2","FILET","A",55,"23-B1","3","Black","PP",0.134,1.569,0.482,0.812,5.386,1.569,0.482,0.33,0.66985159606218,0.401271544581497,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PP","Without","B3"
"450","LAU","8-1-C2","1","C2","FILET","A",55,"23-B2","3","Black","Additive",0.152,1.868,0.697,0.838,4.615,1.868,0.697,0.33,0.887743236520229,0.40395314285266,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","others","Without","B3"
"451","LAU","8-1-C2","1","C2","FILET","A",55,"23-B3","5","Green","PE",0.925,3.589,1.777,5.141,10.412,3.589,1.777,2.683,0.572651446805745,0.717993304941322,"sphere","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"452","LAU","8-1-C2","1","C2","FILET","A",55,"23-B4","3","White","PS",0.372,3.652,3.53,8.523,10.978,3.652,3.53,0.33,3.21552840986181,0.443685976750329,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"453","LAU","8-1-C2","1","C2","FILET","A",55,"23-B5","3","Black","PP",0.117,2.476,0.277,1.046,7.128,2.476,0.277,0.33,0.306441429052058,0.246129768234626,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PP","Without","B3"
"454","LAU","8-1-C2","1","C2","FILET","A",55,"23-B6","3","White","PS",0.462,3.708,2.702,6.86,11.729,3.708,2.702,0.33,2.44263464166821,0.401766089432442,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"455","LAU","8-1-C2","1","C2","FILET","A",55,"23-B7","3","Blue","PE",0.538,2.303,1.084,1.692,5.942,2.303,1.084,0.33,1.24344145814126,0.407053770617298,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"456","LAU","8-1-C2","1","C2","FILET","A",55,"23-B8","3","Black","PE",0.669,2.983,0.833,2.324,7.436,2.983,0.833,0.33,0.839578685945544,0.313774378611562,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"457","LAU","8-1-C2","1","C2","FILET","A",55,"23-C1","3","Grey","PS",0.099,1.52,1.131,1.111,4.438,1.52,1.131,0.33,1.59692250383467,0.544623599685527,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"458","LAU","8-1-C2","1","C2","FILET","A",55,"23-C3","2","Black","PE",0.309,2.537,1.509,2.238,6.479,2.537,1.509,0.08,3.34953108573194,0.265692582901353,"film","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"459","LAU","8-1-C2","1","C2","FILET","A",55,"23-C4","2","White","PE",0.099,2.206,0.584,1.104,5.414,2.206,0.584,0.08,1.39016099695736,0.212535071749612,"film","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"460","LAU","8-1-C2","1","C2","FILET","A",55,"23-C5","3","Red","PP",0.021,1.1,0.652,0.651,3.427,1.1,0.652,0.33,1.08216699240415,0.562331037917174,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PP","Without","B3"
"461","LAU","8-1-C2","1","C2","FILET","A",55,"23-C6","2","Black","PE",1.02,3.776,1.636,4.455,9.924,3.776,1.636,0.08,2.97661258104361,0.209380599217005,"film","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"462","LAU","8-1-C2","1","C2","FILET","A",55,"23-C7","3","Blue","PE",1.054,4.217,3.255,10.919,12.854,4.217,3.255,0.33,2.75925744134381,0.392361070028406,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"463","LAU","8-1-C2","1","C2","FILET","A",55,"23-D1","3","Black","PS",0.098,1.458,1.023,1.31,4.669,1.458,1.023,0.33,1.47482299977266,0.541532894037181,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"464","LAU","8-1-C2","1","C2","FILET","A",55,"23-D2","1","Black","PP",0.125,2.776,0.425,1.303,6.566,2.776,0.425,0.425,0.391277373111369,0.28618463435117,"line","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PP","Without","B3"
"465","LAU","8-1-C2","1","C2","FILET","A",55,"23-D4","3","Red","PP",2.591,3.417,1.448,3.629,8.376,3.417,1.448,0.33,1.3636066248978,0.344612358478218,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PP","Without","B3"
"466","LAU","8-1-C2","1","C2","FILET","A",55,"23-D5","3","White","PE",0.331,1.53,0.943,1.169,4.465,1.53,0.943,0.33,1.32711637352755,0.510365047163286,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"467","LAU","8-1-C2","1","C2","FILET","A",55,"23-D6","5","Grey","PE",0.31,1.661,1.094,0.999,4.063,1.661,1.094,1.3775,0.723247101789465,0.817441260215891,"sphere","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"468","LAU","8-1-C2","1","C2","FILET","A",55,"23-D7","3","White","PS",0.286,2.505,2.149,4.116,7.326,2.505,2.149,0.33,2.36360870317739,0.483479760522383,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"469","LAU","8-1-C2","1","C2","FILET","A",55,"23-E2","3","Black","PP",0.205,2.046,0.846,1.013,4.855,2.046,0.846,0.33,1.02958113977502,0.405531270300558,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PP","Without","B3"
"470","LAU","8-1-C2","1","C2","FILET","A",55,"23-E3","3","Black","PP",0.209,1.985,0.704,1.356,5.285,1.985,0.704,0.33,0.869832105941881,0.389214064694979,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PP","Without","B3"
"471","LAU","8-1-C2","1","C2","FILET","A",55,"23-E4","3","White","PS",0.097,1.982,0.811,0.974,4.366,1.982,0.811,0.33,1.00279476754182,0.408422034709772,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"472","LAU","8-1-C2","1","C2","FILET","A",55,"23-E5","3","Grey","PE",0.068,1.713,0.541,0.447,3.448,1.713,0.541,0.33,0.719551054012084,0.3933074380671,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"473","LAU","8-1-C2","1","C2","FILET","A",55,"23-E6","2","White","PS",0.094,3.617,1.629,3.134,8.179,3.617,1.629,0.08,3.02832049961404,0.215164862965223,"film","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"474","LAU","8-1-C2","1","C2","FILET","A",55,"23-F1","3","Blue","PE",1.29,2.382,1.788,2.899,6.552,2.382,1.788,0.33,2.01669242000915,0.470254160597052,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"475","LAU","8-1-C2","1","C2","FILET","A",55,"23-F2","5","White","PS",0.08,1.922,1.461,1.956,5.09,1.922,1.461,1.6915,0.810284484840689,0.874591295126471,"sphere","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"476","LAU","8-1-C2","1","C2","FILET","A",55,"23-F3","3","Blue","PE",0.091,1.059,0.737,0.598,2.918,1.059,0.737,0.33,1.24670166034317,0.600799878046361,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"477","LAU","8-1-C2","1","C2","FILET","A",55,"23-F4","3","White","PS",0.09,2.945,1.441,3.169,7.143,2.945,1.441,0.33,1.46172057914627,0.37989983723243,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"478","LAU","8-1-C2","1","C2","FILET","A",55,"23-F5","3","Black","PE",0.261,1.241,0.901,0.944,3.789,1.241,0.901,0.33,1.40793281189933,0.577960807647615,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PE","Without","B3"
"479","LAU","8-1-C2","1","C2","FILET","A",55,"23-F7","3","Black","PP",0.015,1.345,0.847,0.773,3.554,1.345,0.847,0.33,1.2713505001281,0.536600319815938,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PP","Without","B3"
"480","LAU","8-1-C2","1","C2","FILET","A",55,"23-F8","3","Grey","PS",0.01,1.31,0.766,0.588,3.481,1.31,0.766,0.33,1.16502743303824,0.528120921908929,"fragment","LAU",1,"C2",48.0192,1.26,16.3,"Tributary","PS","Without","B3"
"481","GSG","11-2-C2","2","C2","FILET","A",11,"24-A2","3","White","PE",0.211,2.518,0.776,1.68,5.867,2.518,0.776,0.33,0.851288738859244,0.343100541273656,"fragment","GSG",2,"C2",39.39936,144,4.2,"Garonne","PE","Without","B3"
"482","GSG","11-2-C2","2","C2","FILET","A",11,"24-A3","3","Black","PE",0.06,2.144,0.492,0.815,4.822,2.144,0.492,0.33,0.584919018157129,0.328102717074796,"fragment","GSG",2,"C2",39.39936,144,4.2,"Garonne","PE","Without","B3"
"483","GSG","11-2-C2","2","C2","FILET","A",11,"24-A4","3","Black","PE",0.084,1.421,0.734,0.926,3.992,1.421,0.734,0.33,1.07186983996708,0.493182072498713,"fragment","GSG",2,"C2",39.39936,144,4.2,"Garonne","PE","Without","B3"
"484","GSG","11-2-C2","2","C2","FILET","A",11,"24-A5","3","Blue","PE",0.551,1.481,1.204,1.482,4.437,1.481,1.204,0.33,1.7222333218349,0.565818013875927,"fragment","GSG",2,"C2",39.39936,144,4.2,"Garonne","PE","Without","B3"
"485","GSG","11-2-C2","2","C2","FILET","A",11,"24-A6","3","Black","PE",0.045,1.9,0.598,0.886,4.642,1.9,0.598,0.33,0.755209446322669,0.379521141843375,"fragment","GSG",2,"C2",39.39936,144,4.2,"Garonne","PE","Without","B3"
"486","GSG","11-2-C2","2","C2","FILET","A",11,"24-A7","3","Black","PP",0.153,1.687,0.606,0.671,3.819,1.687,0.606,0.33,0.812190888219728,0.412653436600406,"fragment","GSG",2,"C2",39.39936,144,4.2,"Garonne","PP","Without","B3"
"487","GSG","11-2-C2","2","C2","FILET","A",11,"24-A8","3","Black","PE",0.03,0.753,0.405,0.191,2.347,0.753,0.405,0.33,0.812457337358193,0.617721907079458,"fragment","GSG",2,"C2",39.39936,144,4.2,"Garonne","PE","Without","B3"
"488","GSG","11-2-C2","2","C2","FILET","A",11,"24-B1","3","Green","PE",0.055,1.033,0.389,0.362,2.782,1.033,0.389,0.33,0.666258051900065,0.493652074093547,"fragment","GSG",2,"C2",39.39936,144,4.2,"Garonne","PE","Without","B3"
"489","GSG","11-2-C2","2","C2","FILET","A",11,"24-B2","2","Yellow","PE",0,3.09,1.057,2.182,7.989,3.09,1.057,0.08,2.12593877987887,0.206894687114319,"film","GSG",2,"C2",39.39936,144,4.2,"Garonne","PE","Without","B3"
"490","GSG","11-2-C2","2","C2","FILET","A",11,"24-B3","2","Yellow","PE",0.108,1.377,0.792,0.862,4.093,1.377,0.792,0.08,2.38623503600522,0.322093847623003,"film","GSG",2,"C2",39.39936,144,4.2,"Garonne","PE","Without","B3"
"491","GSG","11-1-C1","1","C1","FILET","A",4,"24-B4","3","Black","PP",0.578,2.651,1.834,4.129,7.58,2.651,1.834,0.33,1.96081895947837,0.44160224432828,"fragment","GSG",1,"C1",29.27892,127,3.6,"Garonne","PP","Without","B2"
"492","GSG","11-1-C1","1","C1","FILET","A",4,"24-B5","5","Red","PS",2.007,2.635,2.628,5.543,8.487,2.635,2.628,2.6315,0.998006486412824,0.998671137869399,"sphere","GSG",1,"C1",29.27892,127,3.6,"Garonne","PS","Without","B2"
"493","GSG","11-1-C1","1","C1","FILET","A",4,"24-B7","5","Yellow","PS",2.347,2.863,2.687,5.965,8.805,2.863,2.687,2.775,0.95329101276731,0.968937994341207,"sphere","GSG",1,"C1",29.27892,127,3.6,"Garonne","PS","Without","B2"
