"","Site","Sample_ID","Replica","Season.x","Sampling_gear","Sub replica","Nb_particules","ID_particle","Shape","Color","IR_ID","Weight_mg","Length_mm","Largeur_mm","Area","Perim","L","H","W","CSF","Spher","Shapes","Code_station","Replicate","Season.y","Volume","Debit (m3/s)","NTU","river","IR_ID_bis","Flood","Sampling_event"
"847","LAU","8-1-C1","1","C1","FILET","A",58,"32-B4","5","White","PS",0.151,1.819,1.275,1.127,5.573,1.819,1.275,1.547,0.760061401929265,0.84161157548119,"sphere","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PS","Without","B2"
"848","LAU","8-1-C1","1","C1","FILET","A",58,"32-B5","3","White","PS",0.124,1.915,1.455,1.747,5.119,1.915,1.455,0.33,1.83029727967138,0.507784911788638,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PS","Without","B2"
"849","LAU","8-1-C1","1","C1","FILET","A",58,"32-B6","3","Black","PE",0.224,2.217,0.999,1.984,5.813,2.217,0.999,0.33,1.16795382076731,0.406302362213645,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"850","LAU","8-1-C1","1","C1","FILET","A",58,"32-B7","1","Red","PE",0.064,2.002,0.202,1.718,5.721,2.002,0.202,0.202,0.317646188233231,0.216732911021144,"line","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"851","LAU","8-1-C1","1","C1","FILET","A",58,"32-B10","5","White","PS",0.6,3.628,3.159,15.462,17.14,3.628,3.159,3.3935,0.900309970860041,0.9338726162978,"sphere","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PS","Without","B2"
"852","LAU","8-1-C1","1","C1","FILET","A",58,"32-B11","2","Black","PE",0.715,4.56,1.008,9.127,10.997,4.56,1.008,0.08,1.66891076990196,0.157111127234579,"film","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"853","LAU","8-1-C1","1","C1","FILET","A",58,"32-B12","3","Black","PE",0.105,1.537,0.966,5.608,15.029,1.537,0.966,0.33,1.35638576322383,0.512917807403254,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"854","LAU","8-1-C1","1","C1","FILET","A",58,"32-C1","2","Blue","PE",0,3.681,1.009,0.846,4.312,3.681,1.009,0.08,1.85935905885678,0.181279977846182,"film","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"855","LAU","8-1-C1","1","C1","FILET","A",58,"32-C2","3","Grey","PE",0.21,2.61,0.859,2.852,8.564,2.61,0.859,0.33,0.925584216524113,0.346530950400444,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"856","LAU","8-1-C1","1","C1","FILET","A",58,"32-C3","3","Grey","PS",0.048,2.037,0.807,1.89,7.401,2.037,0.807,0.33,0.984285416003908,0.400376401773424,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PS","Without","B2"
"857","LAU","8-1-C1","1","C1","FILET","A",58,"32-C4","3","Red","PE",0.082,1.456,0.325,1.348,4.91,1.456,0.325,0.33,0.468862720934658,0.369849341929166,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"858","LAU","8-1-C1","1","C1","FILET","A",58,"32-C5","3","Black","PP",0.245,1.905,0.973,0.364,3.049,1.905,0.973,0.33,1.22718031531087,0.445600435593837,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"859","LAU","8-1-C1","1","C1","FILET","A",58,"32-C6","5","White","PS",0.292,2.577,2.396,1.354,4.929,2.577,2.396,2.4865,0.946532156146438,0.964455394833678,"sphere","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PS","Without","B2"
"860","LAU","8-1-C1","1","C1","FILET","A",58,"32-C7","3","Black","PP",0.09,1.398,0.672,4.175,7.535,1.398,0.672,0.33,0.989369954440654,0.484123640068614,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"861","LAU","8-1-C1","1","C1","FILET","A",58,"32-C8","3","Blue","PE",1.007,4.417,1.523,0.625,4.567,4.417,1.523,0.33,1.26147670127856,0.295338239382321,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"862","LAU","8-1-C1","1","C1","FILET","A",58,"32-C9","3","Black","PP",0.429,3.193,1.652,4.103,10.245,3.193,1.652,0.33,1.60936152254394,0.376740273387267,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"863","LAU","8-1-C1","1","C1","FILET","A",58,"32-C10","2","White","PE",0.411,2.519,1.97,3.878,9.894,2.519,1.97,0.08,4.38840952396874,0.291765067054102,"film","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"864","LAU","8-1-C1","1","C1","FILET","A",58,"32-C11","3","Blue","PP",0.144,1.833,1.347,3.302,7.123,1.833,1.347,0.33,1.73192624455829,0.509548509112177,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"865","LAU","8-1-C1","1","C1","FILET","A",58,"32-C12","3","Grey","PS",0.087,2.151,1.328,2.054,5.408,2.151,1.328,0.33,1.57623475753958,0.455837865254474,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PS","Without","B2"
"866","LAU","8-1-C1","1","C1","FILET","A",58,"32-D1","5","Black","PS",0.544,4.135,3.18,2.039,5.687,4.135,3.18,3.6575,0.817706021084481,0.879468203180603,"sphere","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PS","Without","B2"
"867","LAU","8-1-C1","1","C1","FILET","A",58,"32-D2","3","Black","PE",0.475,2.333,0.718,7.618,10.992,2.333,0.718,0.33,0.818295390738605,0.351778777660404,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"868","LAU","8-1-C1","1","C1","FILET","A",58,"32-D3","2","Green","PP",0.057,1.786,0.514,1.432,5.622,1.786,0.514,0.08,1.35980739364674,0.234475101372753,"film","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"869","LAU","8-1-C1","1","C1","FILET","A",58,"32-D4","5","Grey","PS",0.18,3.315,2.405,0.855,4.445,3.315,2.405,2.86,0.781070612203386,0.855404143191777,"sphere","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PS","Without","B2"
"870","LAU","8-1-C1","1","C1","FILET","A",58,"32-D5","3","Black","PP",0.02,1.081,0.354,5.417,10.482,1.081,0.354,0.33,0.592697977279715,0.464111081373878,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"871","LAU","8-1-C1","1","C1","FILET","A",58,"32-D6","3","Blue","PE",1.219,2.466,1.49,0.264,2.362,2.466,1.49,0.33,1.65170606059755,0.432418920162794,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"872","LAU","8-1-C1","1","C1","FILET","A",58,"32-D7","2","Blue","PP",0.073,2.157,0.438,2.796,7.05,2.157,0.438,0.08,1.05439671563222,0.196014381147325,"film","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"873","LAU","8-1-C1","1","C1","FILET","A",58,"32-D8","3","Red","PP",0.185,3.987,0.552,0.906,5.188,3.987,0.552,0.33,0.481236976943054,0.225451700524665,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"874","LAU","8-1-C1","1","C1","FILET","A",58,"32-D9","3","Blue","PP",1.42,3.442,1.549,1.68,10.478,3.442,1.549,0.33,1.45341291438909,0.350736697629787,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"875","LAU","8-1-C1","1","C1","FILET","A",58,"32-D10","3","Black","PP",0.221,3.188,0.503,4.433,9.016,3.188,0.503,0.33,0.490401577753982,0.253716337272876,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"876","LAU","8-1-C1","1","C1","FILET","A",58,"32-D11","5","White","Polydienes",0.168,2.142,1.804,1.187,6.679,2.142,1.804,1.973,0.877532596000611,0.918843530446453,"sphere","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","others","Without","B2"
"877","LAU","8-1-C1","1","C1","FILET","A",58,"32-D12","3","Blue","PE",0.172,2.058,0.914,2.524,5.867,2.058,0.914,0.33,1.10908936422379,0.414498660662448,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"878","LAU","8-1-C1","1","C1","FILET","A",58,"32-E1","3","Black","PP",0.1,1.728,0.49,1.407,4.729,1.728,0.49,0.33,0.648884262125473,0.378332962572073,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"879","LAU","8-1-C1","1","C1","FILET","A",58,"32-E2","3","Black","Asphalt",0.421,1.419,1.01,0.573,3.769,1.419,1.01,0.33,1.47595530421853,0.549064680107847,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","others","Without","B2"
"880","LAU","8-1-C1","1","C1","FILET","A",58,"32-E3","3","Black","PP",0.166,1.359,0.953,1.08,4.395,1.359,0.953,0.33,1.42306980020429,0.554271620101223,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"881","LAU","8-1-C1","1","C1","FILET","A",58,"32-E4","3","Grey","PS",0.089,2.002,0.935,1.018,4.12,2.002,0.935,0.33,1.15033041916663,0.425401615480395,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PS","Without","B2"
"882","LAU","8-1-C1","1","C1","FILET","A",58,"32-E5","3","Grey","PP",0.074,1.646,0.331,1.764,5.765,1.646,0.331,0.33,0.449113498539615,0.342894688051897,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"883","LAU","8-1-C1","1","C1","FILET","A",58,"32-E6","3","Black","PP",0.087,1.384,0.553,0.76,5.647,1.384,0.553,0.33,0.818276570485108,0.456725889534635,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"884","LAU","8-1-C1","1","C1","FILET","A",58,"32-E7","5","White","PS",0.147,2.149,1.547,0.592,3.626,2.149,1.547,1.848,0.776284871396815,0.852262049020123,"sphere","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PS","Without","B2"
"885","LAU","8-1-C1","1","C1","FILET","A",58,"32-E8","3","Black","PP",0.05,1.094,0.268,2.599,5.957,1.094,0.268,0.33,0.446035230374643,0.419634671076404,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"886","LAU","8-1-C1","1","C1","FILET","A",58,"32-E9","3","White","PE",0.017,1.062,0.352,0.299,2.426,1.062,0.352,0.33,0.594597987808645,0.468744145590841,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"887","LAU","8-1-C1","1","C1","FILET","A",58,"32-E10","3","Blue","PE",0.684,3.858,1.581,0.262,2.496,3.858,1.581,0.33,1.40117954389765,0.327270696742397,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"888","LAU","8-1-C1","1","C1","FILET","A",58,"32-F1","3","Grey","PE",0.033,0.826,0.459,0.781,3.972,0.826,0.459,0.33,0.879155488956209,0.605511194879356,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"889","LAU","8-1-C1","1","C1","FILET","A",58,"32-F2","3","Blue","PE",0.58,2.66,1.766,0.314,2.371,2.66,1.766,0.33,1.88491994979462,0.435091356075912,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"890","LAU","8-1-C1","1","C1","FILET","A",58,"32-F3","3","Grey","PE",0.076,2.06,1.291,3.084,7.236,2.06,1.291,0.33,1.56579774091689,0.464766960412884,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"891","LAU","8-1-C1","1","C1","FILET","A",58,"32-F4","3","Black","PP",0.108,1.638,0.544,1.695,5.468,1.638,0.544,0.33,0.739920365635483,0.405971003247682,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"892","LAU","8-1-C1","1","C1","FILET","A",58,"32-F5","3","Grey","PP",0.039,1.854,0.457,0.765,4.113,1.854,0.457,0.33,0.584257593058281,0.352698457331609,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PP","Without","B2"
"893","LAU","8-1-C1","1","C1","FILET","A",58,"32-F6","3","Grey","PE",0.424,2.95,1.402,0.528,4.106,2.95,1.402,0.33,1.42095405495634,0.376015695841492,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"894","LAU","8-1-C1","1","C1","FILET","A",58,"32-F7","3","Blue","PE",0.117,1.274,1.464,2.85,7.723,1.274,1.464,0.33,2.25787238934337,0.667685667099209,"fragment","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PE","Without","B2"
"895","LAU","8-1-C1","1","C1","FILET","A",58,"32-F8","5","White","PS",0.187,1.82,0.537,0.566,3.473,1.82,0.537,1.1785,0.366668665793466,0.575952983346603,"sphere","LAU",1,"C1",64.39296,1.35,7.1,"Tributary","PS","Without","B2"
"896","LAU","8-2-C3","2","C3","FILET","A",62,"32-F9","3","Blue","PP",0.473,3.381,2.156,2.268,5.605,3.381,2.156,0.33,2.04112311605136,0.396300041932622,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"897","LAU","8-2-C3","2","C3","FILET","A",62,"32-F10","5","White","PS",0.326,3.541,2.004,4.62,10.532,3.541,2.004,2.7725,0.639586040600196,0.762381717138342,"sphere","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PS","With","B4"
"898","LAU","8-2-C3","2","C3","FILET","A",62,"32-F12","3","White","PS",0.134,2.07,1.326,0.474,3.351,2.07,1.326,0.33,1.60435835909579,0.467418170266378,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PS","With","B4"
"899","LAU","8-2-C3","2","C3","FILET","A",62,"32-G1","3","White","PP",0.759,4.245,1.665,2.004,5.85,4.245,1.665,0.33,1.40675484834453,0.312409522350584,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"900","LAU","8-2-C3","2","C3","FILET","A",62,"32-G2","3","Blue","PE",0.216,1.777,1.053,4.717,10.215,1.777,1.053,0.33,1.37507911937453,0.479206262678232,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"901","LAU","8-2-C3","2","C3","FILET","A",62,"32-G3","2","Blue","PE",0.031,1.369,0.519,1.241,5.229,1.369,0.519,0.08,1.56826929773296,0.280855855528338,"film","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"902","LAU","8-2-C3","2","C3","FILET","A",62,"32-G4","2","Blue","PE",0,1.383,0.819,0.402,2.999,1.383,0.819,0.08,2.46222546285569,0.32477045182845,"film","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"903","LAU","8-2-C3","2","C3","FILET","A",62,"32-G5","3","Black","PP",0.07,1.298,0.596,0.963,3.915,1.298,0.596,0.33,0.910650947022448,0.488731432747598,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"904","LAU","8-2-C3","2","C3","FILET","A",62,"32-G6","3","White","PS",0.239,2.913,1.332,0.55,3.066,2.913,1.332,0.33,1.35855433498159,0.372774101260128,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PS","With","B4"
"905","LAU","8-2-C3","2","C3","FILET","A",62,"32-G7","3","White","PP",0,1.238,0.642,2.631,7.03,1.238,0.642,0.33,1.00442551362693,0.517053988834643,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"906","LAU","8-2-C3","2","C3","FILET","A",62,"32-G8","5","White","PS",0.049,1.22,1.12,0.638,3.511,1.22,1.12,1.17,0.937443660443408,0.958432225620186,"sphere","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PS","With","B4"
"907","LAU","8-2-C3","2","C3","FILET","A",62,"32-G9","3","Grey","PE",0.082,2.177,0.572,0.996,3.622,2.177,0.572,0.33,0.674854027894134,0.341505500844924,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"908","LAU","8-2-C3","2","C3","FILET","A",62,"32-G10","3","White","PS",0.313,3.434,2.198,0.818,5.102,3.434,2.198,0.33,2.06476472852525,0.394742313509206,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PS","With","B4"
"909","LAU","8-2-C3","2","C3","FILET","A",62,"32-G12","3","Black","PP",0.779,3.429,0.686,6.025,16.092,3.429,0.686,0.33,0.644886674717275,0.268020303794654,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"910","LAU","8-2-C3","2","C3","FILET","A",62,"32-H1","3","Grey","PP",0.259,1.71,0.977,2.479,8.546,1.71,0.977,0.33,1.30058738893794,0.479518566836941,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"911","LAU","8-2-C3","2","C3","FILET","A",62,"32-H3","1","Black","PP",0.017,1.848,0.172,16.593,14.652,1.848,0.172,0.172,0.305079650376083,0.205376612685983,"line","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"912","LAU","8-2-C3","2","C3","FILET","A",62,"32-H4","3","Black","PS",0.062,1.361,0.96,0.311,4.274,1.361,0.96,0.33,1.4324688954612,0.555080930325491,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PS","With","B4"
"913","LAU","8-2-C3","2","C3","FILET","A",62,"32-H5","3","Grey","PE",0.307,1.3,0.969,0.997,3.878,1.3,0.969,0.33,1.47943241809833,0.574094876156956,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"914","LAU","8-2-C3","2","C3","FILET","A",62,"32-H6","3","Grey","PE",0.088,1.599,0.728,0.831,3.662,1.599,0.728,0.33,1.0021902596715,0.454620969617859,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"915","LAU","8-2-C3","2","C3","FILET","A",62,"32-H7","3","White","PS",0.037,1.271,0.887,0.621,3.438,1.271,0.887,0.33,1.3696004014014,0.565868457404133,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PS","With","B4"
"916","LAU","8-2-C3","2","C3","FILET","A",62,"32-H8","3","Yellow","PE",0.912,3.035,1.176,0.776,3.371,3.035,1.176,0.33,1.17508965813583,0.347964247569039,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"917","LAU","8-2-C3","2","C3","FILET","A",62,"32-H9","3","Grey","PE",0.251,2.15,0.985,2.652,7.417,2.15,0.985,0.33,1.16939176350223,0.412753803087064,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"918","LAU","8-2-C3","2","C3","FILET","A",62,"32-H11","1","White","PP",0.073,4.386,0.147,12.083,14.039,4.386,0.147,0.147,0.18307302333808,0.103951909566432,"line","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"919","LAU","8-2-C3","2","C3","FILET","A",62,"32-H12","3","Blue","PS",0.053,1.789,0.668,0.821,9.662,1.789,0.668,0.33,0.869389362938223,0.409911315499689,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PS","With","B4"
"920","LAU","8-2-C3","2","C3","FILET","A",62,"33-A1","2","Blue","PE",0.084,2.111,1.301,1.664,5.615,2.111,1.301,0.08,3.16583434589322,0.285844784362377,"film","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"921","LAU","8-2-C3","2","C3","FILET","A",62,"33-A3","3","White","Polydienes",0.168,2.463,1.049,2.084,6.217,2.463,1.049,0.33,1.16355338067955,0.384993621975844,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","others","With","B4"
"922","LAU","8-2-C3","2","C3","FILET","A",62,"33-A4","3","Black","PE",0.053,0.947,0.474,0.371,3.101,0.947,0.474,0.33,0.847903410721879,0.558724147039407,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"923","LAU","8-2-C3","2","C3","FILET","A",62,"33-A5","3","Black","PP",0.063,1.228,0.822,0.623,3.323,1.228,0.822,0.33,1.29126584634391,0.564498780357632,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"924","LAU","8-2-C3","2","C3","FILET","A",62,"33-A6","3","Black","PS",0.319,2.664,1.542,2.604,6.486,2.664,1.542,0.33,1.64460002879401,0.415441576404121,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PS","With","B4"
"925","LAU","8-2-C3","2","C3","FILET","A",62,"33-A8","5","Black","PS",1.19,3.961,2.837,10.268,12.718,3.961,2.837,3.399,0.773181283217797,0.850224480000469,"sphere","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PS","With","B4"
"926","LAU","8-2-C3","2","C3","FILET","A",62,"33-A9","3","White","PS",0.133,1.996,0.749,1.436,5.326,1.996,0.749,0.33,0.922878607944468,0.395875138108266,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PS","With","B4"
"927","LAU","8-2-C3","2","C3","FILET","A",62,"33-A10","3","Black","PE",0.048,1.248,0.704,0.681,3.189,1.248,0.704,0.33,1.09700446827659,0.530337669833202,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"928","LAU","8-2-C3","2","C3","FILET","A",62,"33-A11","3","Black","PP",0.073,1.677,0.28,0.258,3.775,1.677,0.28,0.33,0.376386926461726,0.320284028220678,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"929","LAU","8-2-C3","2","C3","FILET","A",62,"33-A12","3","Black","PS",0.163,2.343,1.975,3.307,7.678,2.343,1.975,0.33,2.24607361281149,0.491487134822462,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PS","With","B4"
"930","LAU","8-2-C3","2","C3","FILET","A",62,"33-B1","5","White","PS",0.551,2.974,2.485,5.66,8.855,2.974,2.485,2.7295,0.872196544335831,0.915326117386159,"sphere","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PS","With","B4"
"931","LAU","8-2-C3","2","C3","FILET","A",62,"33-B2","4","Yellow","PE",1.208,2.17,1.56,1.947,5.748,2.17,1.56,1.085,1.01666965774287,0.711014225044839,"pellet","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"932","LAU","8-2-C3","2","C3","FILET","A",62,"33-B4","3","White","PP",0.625,2.581,1.608,2.814,6.468,2.581,1.608,0.33,1.74234868612214,0.430270256135343,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"933","LAU","8-2-C3","2","C3","FILET","A",62,"33-B5","5","White","PS",0.241,2.769,2.48,5.026,8.196,2.769,2.48,2.6245,0.919955699539734,0.946856392309806,"sphere","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PS","With","B4"
"934","LAU","8-2-C3","2","C3","FILET","A",62,"33-B7","3","Black","PP",0.099,1.722,0.482,0.759,4.587,1.722,0.482,0.33,0.639401270286305,0.377136206190045,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"935","LAU","8-2-C3","2","C3","FILET","A",62,"33-B8","3","Black","Asphalt",0.145,1.582,0.63,0.611,4.024,1.582,0.63,0.33,0.871927429132362,0.43632876384362,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","others","With","B4"
"936","LAU","8-2-C3","2","C3","FILET","A",62,"33-B9","3","Grey","PE",0.987,1.839,1.114,1.656,5.109,1.839,1.114,0.33,1.43000434246327,0.47724921649422,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"937","LAU","8-2-C3","2","C3","FILET","A",62,"33-B10","3","Blue","PE",0.062,1.287,0.687,0.685,3.379,1.287,0.687,0.33,1.05416961391891,0.515352666769413,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"938","LAU","8-2-C3","2","C3","FILET","A",62,"33-B11","3","Black","PP",0.517,1.493,1.134,1.432,4.674,1.493,1.134,0.33,1.61557149069655,0.551656991104254,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"939","LAU","8-2-C3","2","C3","FILET","A",62,"33-B12","3","Black","PE",0.112,1.092,0.975,0.668,3.08,1.092,0.975,0.33,1.62418810886763,0.64618632000979,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"940","LAU","8-2-C3","2","C3","FILET","A",62,"33-C1","3","Black","PE",0.564,3.713,0.722,1.835,8.157,3.713,0.722,0.33,0.652255504712752,0.258543572993902,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"941","LAU","8-2-C3","2","C3","FILET","A",62,"33-C2","3","Black","PP",0.069,1.421,0.468,0.519,3.806,1.421,0.468,0.33,0.683426546464026,0.42447998018557,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"942","LAU","8-2-C3","2","C3","FILET","A",62,"33-C3","3","Black","PP",0.047,1.057,0.651,0.624,3.206,1.057,0.651,0.33,1.10226628783412,0.57718493165493,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"943","LAU","8-2-C3","2","C3","FILET","A",62,"33-C5","3","Black","PP",0.059,1.649,0.284,0.505,3.943,1.649,0.284,0.33,0.384991412418792,0.32543454847746,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PP","With","B4"
"944","LAU","8-2-C3","2","C3","FILET","A",62,"33-C7","3","Black","PE",0.321,2.651,0.436,1.468,7.04,2.651,0.436,0.33,0.466148891130082,0.273564868817541,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"945","LAU","8-2-C3","2","C3","FILET","A",62,"33-C8","3","Red","PE",0.151,1.379,0.974,1.032,3.984,1.379,0.974,0.33,1.4438426083112,0.552901949792609,"fragment","LAU",2,"C3",91.55136,2.75,4.6,"Tributary","PE","With","B4"
"946","LAU","8-2-C1","2","C1","FILET","A",41,"33-C11","3","Black","PE",0.363,2.646,0.929,1.484,6.037,2.646,0.929,0.33,0.994177257505321,0.352465535893292,"fragment","LAU",2,"C1",59.04,1.35,7.1,"Tributary","PE","Without","B2"
"947","LAU","8-2-C1","2","C1","FILET","A",41,"33-C12","3","Green","PP",0.122,1.717,1.138,1.06,4.75,1.717,1.138,0.33,1.51182020251694,0.503158951983593,"fragment","LAU",2,"C1",59.04,1.35,7.1,"Tributary","PP","Without","B2"
"948","LAU","8-2-C1","2","C1","FILET","A",41,"33-D1","3","White","PS",0.142,2.907,1.553,3.225,6.993,2.907,1.553,0.33,1.58559391296527,0.392884694714202,"fragment","LAU",2,"C1",59.04,1.35,7.1,"Tributary","PS","Without","B2"
"949","LAU","8-2-C1","2","C1","FILET","A",41,"33-D2","3","Black","PS",0.045,1.76,1.34,1.285,4.704,1.76,1.34,0.33,1.75829400162295,0.522634170277737,"fragment","LAU",2,"C1",59.04,1.35,7.1,"Tributary","PS","Without","B2"
"950","LAU","8-2-C1","2","C1","FILET","A",41,"33-D3","3","Black","PE",0.174,1.946,0.904,1.528,6.449,1.946,0.904,0.33,1.12808037141149,0.428679023578503,"fragment","LAU",2,"C1",59.04,1.35,7.1,"Tributary","PE","Without","B2"
