3.996747e+002,0.000000e+000
4.001569e+002,3.612586e-003
4.006390e+002,3.475416e-003
4.011211e+002,3.524641e-003
4.016032e+002,3.831770e-003
4.020853e+002,4.281847e-003
4.025674e+002,4.840880e-003
4.030496e+002,5.389759e-003
4.035317e+002,5.890194e-003
4.040138e+002,6.250324e-003
4.044959e+002,6.464986e-003
4.049780e+002,6.496956e-003
4.054601e+002,6.392109e-003
4.059423e+002,6.171253e-003
4.064244e+002,5.912661e-003
4.069065e+002,5.656571e-003
4.073886e+002,5.466116e-003
4.078707e+002,5.355992e-003
4.083528e+002,5.350731e-003
4.088350e+002,5.442135e-003
4.093171e+002,5.629081e-003
4.097992e+002,5.871789e-003
4.102813e+002,6.147753e-003
4.107634e+002,6.443132e-003
4.112455e+002,6.742894e-003
4.117277e+002,6.979158e-003
4.122098e+002,7.125671e-003
4.126919e+002,7.154616e-003
4.131740e+002,7.091646e-003
4.136561e+002,6.934037e-003
4.141382e+002,6.735282e-003
4.146204e+002,6.553757e-003
4.151025e+002,6.447909e-003
4.155846e+002,6.424107e-003
4.160667e+002,6.483474e-003
4.165488e+002,6.593175e-003
4.170309e+002,6.725406e-003
4.175131e+002,6.816214e-003
4.179952e+002,6.859598e-003
4.184773e+002,6.820337e-003
4.189594e+002,6.746448e-003
4.194415e+002,6.633382e-003
4.199236e+002,6.513046e-003
4.204058e+002,6.408486e-003
4.208879e+002,6.335603e-003
4.213700e+002,6.298082e-003
4.218521e+002,6.305254e-003
4.223342e+002,6.355175e-003
4.228163e+002,6.477379e-003
4.232985e+002,6.643240e-003
4.237806e+002,6.819215e-003
4.242627e+002,6.987706e-003
4.247448e+002,7.111313e-003
4.252269e+002,7.154709e-003
4.257090e+002,7.120063e-003
4.261912e+002,7.031288e-003
4.266733e+002,6.890287e-003
4.271554e+002,6.732228e-003
4.276375e+002,6.591653e-003
4.281196e+002,6.482470e-003
4.286017e+002,6.409706e-003
4.290839e+002,6.366023e-003
4.295660e+002,6.339956e-003
4.300481e+002,6.350533e-003
4.305302e+002,6.366896e-003
4.310123e+002,6.400436e-003
4.314944e+002,6.453416e-003
4.319766e+002,6.519184e-003
4.324587e+002,6.592558e-003
4.329408e+002,6.652767e-003
4.334229e+002,6.699380e-003
4.339050e+002,6.717165e-003
4.343871e+002,6.714274e-003
4.348693e+002,6.696877e-003
4.353514e+002,6.679217e-003
4.358335e+002,6.677469e-003
4.363156e+002,6.718846e-003
4.367977e+002,6.791858e-003
4.372798e+002,6.862763e-003
4.377620e+002,6.957553e-003
4.382441e+002,7.041932e-003
4.387262e+002,7.106257e-003
4.392083e+002,7.147438e-003
4.396904e+002,7.158418e-003
4.401725e+002,7.144276e-003
4.406547e+002,7.121033e-003
4.411368e+002,7.089948e-003
4.416189e+002,7.069884e-003
4.421010e+002,7.039160e-003
4.425831e+002,7.010293e-003
4.430652e+002,6.981987e-003
4.435474e+002,6.945645e-003
4.440295e+002,6.897041e-003
4.445116e+002,6.850065e-003
4.449937e+002,6.801276e-003
4.454758e+002,6.746145e-003
4.459579e+002,6.735424e-003
4.464401e+002,6.720381e-003
4.469222e+002,6.719930e-003
4.474043e+002,6.732543e-003
4.478864e+002,6.771570e-003
4.483685e+002,6.816524e-003
4.488506e+002,6.854205e-003
4.493328e+002,6.896758e-003
4.498149e+002,6.921440e-003
4.502970e+002,6.948693e-003
4.507791e+002,6.999140e-003
4.512612e+002,7.042910e-003
4.517433e+002,7.101884e-003
4.522255e+002,7.171871e-003
4.527076e+002,7.247942e-003
4.531897e+002,7.311535e-003
4.536718e+002,7.371369e-003
4.541539e+002,7.417682e-003
4.546360e+002,7.452349e-003
4.551182e+002,7.477912e-003
4.556003e+002,7.504563e-003
4.560824e+002,7.533757e-003
4.565645e+002,7.567959e-003
4.570466e+002,7.593741e-003
4.575287e+002,7.622256e-003
4.580109e+002,7.653233e-003
4.584930e+002,7.653765e-003
4.589751e+002,7.677607e-003
4.594572e+002,7.664378e-003
4.599393e+002,7.650660e-003
4.604214e+002,7.636194e-003
4.609036e+002,7.616632e-003
4.613857e+002,7.596326e-003
4.618678e+002,7.584833e-003
4.623499e+002,7.593206e-003
4.628320e+002,7.595475e-003
4.633141e+002,7.610708e-003
4.637963e+002,7.646449e-003
4.642784e+002,7.696901e-003
4.647605e+002,7.764642e-003
4.652426e+002,7.838565e-003
4.657247e+002,7.925931e-003
4.662068e+002,8.016036e-003
4.666890e+002,8.097053e-003
4.671711e+002,8.165452e-003
4.676532e+002,8.219453e-003
4.681353e+002,8.259792e-003
4.686174e+002,8.281901e-003
4.690995e+002,8.277615e-003
4.695817e+002,8.253403e-003
4.700638e+002,8.202056e-003
4.705459e+002,8.123680e-003
4.710280e+002,8.053036e-003
4.715101e+002,7.943604e-003
4.719922e+002,7.841475e-003
4.724744e+002,7.747447e-003
4.729565e+002,7.667699e-003
4.734386e+002,7.640219e-003
4.739207e+002,7.649686e-003
4.744028e+002,7.689060e-003
4.748849e+002,7.739797e-003
4.753671e+002,7.760891e-003
4.758492e+002,7.754954e-003
4.763313e+002,7.733912e-003
4.768134e+002,7.716654e-003
4.772955e+002,7.718534e-003
4.777776e+002,7.728351e-003
4.782598e+002,7.714122e-003
4.787419e+002,7.684564e-003
4.792240e+002,7.635439e-003
4.797061e+002,7.573677e-003
4.801882e+002,7.487742e-003
4.806703e+002,7.406399e-003
4.811525e+002,7.332762e-003
4.816346e+002,7.268831e-003
4.821167e+002,7.230010e-003
4.825988e+002,7.213789e-003
4.830809e+002,7.220160e-003
4.835630e+002,7.232921e-003
4.840452e+002,7.229961e-003
4.845273e+002,7.224030e-003
4.850094e+002,7.234842e-003
4.854915e+002,7.280587e-003
4.859736e+002,7.322180e-003
4.864557e+002,7.375586e-003
4.869379e+002,7.418358e-003
4.874200e+002,7.461539e-003
4.879021e+002,7.464430e-003
